ada,issueDate,year,month,titlos_apofasis,foreas_name,organization,decisionType,poso_eur,assignment_type,contractor_name,documentUrl,kategoria,size_category
ΩΑ5ΟΩ6Τ-09Μ,20/09/2018 03:00:00,2018,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1163.45,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/ΩΑ5ΟΩ6Τ-09Μ,Επισκευή,Β. €1.000 - €5.000
ΩΣΙ0Ω6Τ-ΧΦΘ,20/09/2018 03:00:00,2018,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",810.82,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΣΙ0Ω6Τ-ΧΦΘ,Επισκευή,Α. Κάτω από €1.000
6ΥΛΛΩ6Τ-ΡΔ0,20/09/2018 03:00:00,2018,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1258.27,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6ΥΛΛΩ6Τ-ΡΔ0,Επισκευή,Β. €1.000 - €5.000
ΩΟ6ΧΩ6Τ-32Φ,04/12/2018 02:00:00,2018,12,Επισκευή και συντήρηση σχολείων,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",839.57,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΟ6ΧΩ6Τ-32Φ,Επισκευή,Α. Κάτω από €1.000
ΩΟΦΚΩ6Τ-2Α2,14/12/2018 02:00:00,2018,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",4487.85,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΟΦΚΩ6Τ-2Α2,Επισκευή,Β. €1.000 - €5.000
ΩΩΔΝΩ6Τ-160,24/07/2019 03:00:00,2019,7,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",607.94,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/ΩΩΔΝΩ6Τ-160,Επισκευή,Α. Κάτω από €1.000
Ω0ΞΠΩ6Τ-Σ10,26/08/2019 03:00:00,2019,8,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1379.81,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/Ω0ΞΠΩ6Τ-Σ10,Επισκευή,Β. €1.000 - €5.000
ΨΒ9ΘΩΞΗ-ΝΙ4,21/06/2019 03:00:00,2019,6,ΕΠΙΧΟΡΗΓΗΣΗ ΓΙΑ ΤΗΝ ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ,ΔΗΜΟΣ ΠΑΡΑΝΕΣΤΙΟΥ,"{'uid': '6237', 'label': 'ΔΗΜΟΣ ΠΑΡΑΝΕΣΤΙΟΥ', 'active': None, 'latinName': 'paranesti', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",2995.5,Απλή Πληρωμή / Τακτική,ΑΡ.ΧΡΗΜ.ΕΝΤ.: Α/12,https://diavgeia.gov.gr/doc/ΨΒ9ΘΩΞΗ-ΝΙ4,Επισκευή,Β. €1.000 - €5.000
ΩΧΝΡΩ6Τ-ΓΒΛ,11/07/2019 03:00:00,2019,7,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1446.19,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΧΝΡΩ6Τ-ΓΒΛ,Επισκευή,Β. €1.000 - €5.000
6Ι8ΜΩ6Τ-ΛΑ7,23/12/2019 02:00:00,2019,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",3865.65,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6Ι8ΜΩ6Τ-ΛΑ7,Επισκευή,Β. €1.000 - €5.000
ΩΧΩΨΩΕΛ-8ΓΥ,24/08/2020 03:00:00,2020,8,ΕΠΙΣΚΕΥΗ ΚΑΙ ΣΥΝΤΗΡΗΣΗ ΣΧΟΛΕΙΩΝ Δ.Ε.ΒΑΣΙΛΙΚΗΣ,ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ,"{'uid': '6131', 'label': 'ΔΗΜΟΣ ΚΑΛΑΜΠΑΚΑΣ', 'active': None, 'latinName': 'dimoskalampakas', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",7797.55,Ανάθεση (μη προσδιορισμένος τύπος),Δεν εντοπίστηκε,https://diavgeia.gov.gr/doc/ΩΧΩΨΩΕΛ-8ΓΥ,Επισκευή,Γ. €5.000 - €20.000
ΩΥΗΣΩ6Τ-ΗΘΣ,22/10/2020 03:00:00,2020,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1022.99,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΥΗΣΩ6Τ-ΗΘΣ,Επισκευή,Β. €1.000 - €5.000
6ΟΣΜΩ6Τ-ΩΣ3,02/11/2020 02:00:00,2020,11,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",789.27,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6ΟΣΜΩ6Τ-ΩΣ3,Επισκευή,Α. Κάτω από €1.000
ΩΤΔΕΩ6Τ-ΘΕΓ,19/10/2020 03:00:00,2020,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1381.6,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΤΔΕΩ6Τ-ΘΕΓ,Επισκευή,Β. €1.000 - €5.000
ΨΝΩΚΩ6Τ-ΘΙΛ,08/10/2020 03:00:00,2020,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1335.3,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΨΝΩΚΩ6Τ-ΘΙΛ,Επισκευή,Β. €1.000 - €5.000
9ΟΩΥΩ6Τ-ΗΔ2,07/10/2020 03:00:00,2020,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1367.48,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/9ΟΩΥΩ6Τ-ΗΔ2,Επισκευή,Β. €1.000 - €5.000
6ΚΒ0Ω6Τ-Λ1Κ,21/12/2020 02:00:00,2020,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",435.33,Ανάθεση (μη προσδιορισμένος τύπος),ΑΛΕΞΑΝΔΡΑΚΗΣ ΜΥΡΟΣ,https://diavgeia.gov.gr/doc/6ΚΒ0Ω6Τ-Λ1Κ,Επισκευή,Α. Κάτω από €1.000
9ΡΞΞΩ6Τ-Λ9Η,17/12/2020 02:00:00,2020,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1352.35,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/9ΡΞΞΩ6Τ-Λ9Η,Επισκευή,Β. €1.000 - €5.000
ΨΒΕΦΩ6Τ-8ΛΩ,21/12/2020 02:00:00,2020,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",922.17,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΨΒΕΦΩ6Τ-8ΛΩ,Επισκευή,Α. Κάτω από €1.000
6ΓΑΕΩ6Τ-ΛΙΙ,21/12/2020 02:00:00,2020,12,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1108.86,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6ΓΑΕΩ6Τ-ΛΙΙ,Επισκευή,Β. €1.000 - €5.000
61ΝΥΩ6Τ-ΗΩΛ,15/09/2021 03:00:00,2021,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",5123.88,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/61ΝΥΩ6Τ-ΗΩΛ,Επισκευή,Γ. €5.000 - €20.000
Ψ9ΝΕΩ6Τ-Ω2Ρ,22/09/2021 03:00:00,2021,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1193.42,Ανάθεση (μη προσδιορισμένος τύπος),ΒΡΥ ΛΛΑΚΗΣ ΠΑΝΤΕΛΗΣΤΙΩΑΝΝΗ,https://diavgeia.gov.gr/doc/Ψ9ΝΕΩ6Τ-Ω2Ρ,Επισκευή,Β. €1.000 - €5.000
Ψ0Η5Ω6Τ-6Η0,24/09/2021 03:00:00,2021,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1123.9,Ανάθεση (μη προσδιορισμένος τύπος),ΒΡΥ ΛΛΑΚΗΣ ΠΑΝΤΕΛΗΣΤΙΩΑΝΝΗ,https://diavgeia.gov.gr/doc/Ψ0Η5Ω6Τ-6Η0,Επισκευή,Β. €1.000 - €5.000
ΨΨΣΒΩ6Τ-ΙΡΑ,28/09/2021 03:00:00,2021,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",2531.55,Ανάθεση (μη προσδιορισμένος τύπος),ΣΤΑΓ ΑΚΗΣ ΜΙΧ. Α.Ε.Β.Ε,https://diavgeia.gov.gr/doc/ΨΨΣΒΩ6Τ-ΙΡΑ,Επισκευή,Β. €1.000 - €5.000
ΩΧΝΓΩ6Τ-61Ε,22/10/2021 03:00:00,2021,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",4531.67,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΩΧΝΓΩ6Τ-61Ε,Επισκευή,Β. €1.000 - €5.000
6Φ3ΚΩ6Τ-ΖΜ6,31/08/2022 03:00:00,2022,8,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1738.44,Ανάθεση (μη προσδιορισμένος τύπος),ANDONI THOMA Τ. PETROS,https://diavgeia.gov.gr/doc/6Φ3ΚΩ6Τ-ΖΜ6,Επισκευή,Β. €1.000 - €5.000
6ΧΓΑΩ6Τ-Γ1Υ,01/11/2022 02:00:00,2022,11,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",921.31,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/6ΧΓΑΩ6Τ-Γ1Υ,Επισκευή,Α. Κάτω από €1.000
ΨΛ1ΔΩ6Τ-6Ω3,25/10/2022 03:00:00,2022,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",986.06,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΨΛ1ΔΩ6Τ-6Ω3,Επισκευή,Α. Κάτω από €1.000
ΨΘΓΗΩ6Τ-ΚΣΝ,18/10/2022 03:00:00,2022,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",1933.81,Ανάθεση (μη προσδιορισμένος τύπος),ΑΦΟΙ ΚΑΘΕΚΛΑΚΗ Ο.Ε,https://diavgeia.gov.gr/doc/ΨΘΓΗΩ6Τ-ΚΣΝ,Επισκευή,Β. €1.000 - €5.000
ΨΔΟΩΩ6Τ-ΑΓΔ,21/09/2022 03:00:00,2022,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",862.45,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΨΔΟΩΩ6Τ-ΑΓΔ,Επισκευή,Α. Κάτω από €1.000
Ψ7Ο7Ω6Τ-Ν44,21/09/2022 03:00:00,2022,9,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",478.61,Ανάθεση (μη προσδιορισμένος τύπος),ΓΕΝΙΚΗ ΠΡΟΜΗΘΕΥΤΙΚΗ ΕΙΔΩΝ ΧΡΩΜΑ ΤΟΠΩΛΕΙΟΥ Α.Ε,https://diavgeia.gov.gr/doc/Ψ7Ο7Ω6Τ-Ν44,Επισκευή,Α. Κάτω από €1.000
ΨΘ4ΨΩ6Τ-5ΣΗ,12/10/2022 03:00:00,2022,10,Επισκευή και συντήρηση σχολείων ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,"{'uid': '6006', 'label': 'ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ', 'active': None, 'latinName': 'agiosbasileios', 'category': None, 'inEffect': False}","{'uid': 'Β.2.2', 'label': 'ΟΡΙΣΤΙΚΟΠΟΙΗΣΗ ΠΛΗΡΩΜΗΣ'}",991.72,Ανάθεση (μη προσδιορισμένος τύπος),ΤΟΜΗ Α.Ε.Ε. ΕΜΠΟΡΙΚΗ -ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,https://diavgeia.gov.gr/doc/ΨΘ4ΨΩ6Τ-5ΣΗ,Επισκευή,Α. Κάτω από €1.000
